"0","1467821338","Mon Apr 06 22:22:30 PDT 2009","NO_QUERY","justnetgirl","Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site. "
"0","1467839007","Mon Apr 06 22:27:08 PDT 2009","NO_QUERY","eyezup","@mercedesashley Damn! The grind is inspirational and saddening at the same time.  Don't want you to stop cuz I like what u do! Much love"
"0","1467873004","Mon Apr 06 22:36:03 PDT 2009","NO_QUERY","omgitsjo","I miss him.  Can't wait to celebrate the Tar Heel win this weekend though!!"
"0","1467981326","Mon Apr 06 23:06:17 PDT 2009","NO_QUERY","KatieJonas3000","wants her step brother home  im so worried, you dont even know. i hope he knows how much i care for him..."
"0","1468023065","Mon Apr 06 23:18:32 PDT 2009","NO_QUERY","alice_wonder","@kameelahwrites &lt;33 codez....they've been MIA tho "
"0","1468037671","Mon Apr 06 23:23:08 PDT 2009","NO_QUERY","helmetcheek","@skylineking722 connor, it's me, febi  are you really really mad at me??"
"0","1468156285","Tue Apr 07 00:01:23 PDT 2009","NO_QUERY","ginovalenciano","@V3events  no way!?  Ur at a game right now!? "
"0","1468214434","Tue Apr 07 00:20:22 PDT 2009","NO_QUERY","lindseyviloria","@geoffmartinez youre going to be in mexico on easter?  why?"
"0","1468243138","Tue Apr 07 00:30:16 PDT 2009","NO_QUERY","jkretzmer","Dad was admitted to hospital yesterday, so want to fly to Cape Town to visit... R1900 for monday return ticket on #Kulula "
"0","1468261523","Tue Apr 07 00:36:34 PDT 2009","NO_QUERY","boogie_shoes","and so the editing of 3000 wedding shots begins "
"0","1468264308","Tue Apr 07 00:37:33 PDT 2009","NO_QUERY","tizzle241","@alissa_rules Basically.  I feel like I need to take better care of myself after seeing that fool.  No more juicin' for me "
"0","1468264497","Tue Apr 07 00:37:37 PDT 2009","NO_QUERY","danadearmond","still spitting out stitches from that bone graft "
"0","1468297577","Tue Apr 07 00:49:14 PDT 2009","NO_QUERY","7_7","/really/ need to clean the sensor in my SLR. As it is I will be doing spot removal from several hundred pictures "
"0","1468315952","Tue Apr 07 00:55:48 PDT 2009","NO_QUERY","Mel_xXx","ias awake, but has to go into school today "
"0","1468367150","Tue Apr 07 01:14:13 PDT 2009","NO_QUERY","jessicaton","loves her iPhone but hates the fact tjat she needs to charge it often "
"0","1468389736","Tue Apr 07 01:22:25 PDT 2009","NO_QUERY","LittleMissTia","I'm missin my baby...really needed to talk to him today "
"0","1468394780","Tue Apr 07 01:24:15 PDT 2009","NO_QUERY","checkyoweave","accidentally listened to the new sugababes album   playing four girls aloud hits sequentially to purge the memory"
"0","1468422966","Tue Apr 07 01:34:34 PDT 2009","NO_QUERY","DJSMOOK","@tracitoguchi Nah not really, feeling it come back on "
"0","1468486641","Tue Apr 07 01:58:18 PDT 2009","NO_QUERY","Tanja71","@Rhinecruise09 You're absolutely right "
"0","1468526184","Tue Apr 07 02:12:28 PDT 2009","NO_QUERY","kimjohansson","Well, this day... I would like to go out in the sun instead of sitting here looking at Excel... "
"0","1468546258","Tue Apr 07 02:20:01 PDT 2009","NO_QUERY","ErinLRay","yep...it's been 6 weeks  A lady at our church is watching her."
"0","1468556545","Tue Apr 07 02:23:45 PDT 2009","NO_QUERY","Darko_Kun","Tonights episode of house was sad  I can't believe he left the show! I can't stay awake anymore I'm mad tired. Had a long day. Sleep time!"
"0","1468561830","Tue Apr 07 02:25:37 PDT 2009","NO_QUERY","timwhitlock","Flight of the Conchords album has *vanished* from Spotify  What gives @spotify_com ?"
"0","1468573879","Tue Apr 07 02:29:58 PDT 2009","NO_QUERY","katkin85","fed up of being ill "
"0","1468583796","Tue Apr 07 02:33:18 PDT 2009","NO_QUERY","miss_rini","is dreading tomorrow   I HATE hospitals, especially when it's your baby that is the patient."
"0","1468593185","Tue Apr 07 02:36:39 PDT 2009","NO_QUERY","paulrjmellors","@myrtti  ouch"
"0","1468626263","Tue Apr 07 02:48:43 PDT 2009","NO_QUERY","MyAppleStuff","@loris_sl morning!!!! how things in Italy today??? Depressing I imagine!!! That is bad news "
"0","1468755490","Tue Apr 07 03:33:36 PDT 2009","NO_QUERY","IvoireofDTP","Up and ready to workout but trainer called and sai we will meet tonight. Thought I had a day off. I was wrong "
"0","1468767010","Tue Apr 07 03:37:30 PDT 2009","NO_QUERY","choocom","Fed up. Stir crazy. Bought lovely new clothes lst wk and haven't even got them out of the bag. "
"0","1468768959","Tue Apr 07 03:38:08 PDT 2009","NO_QUERY","guyberryman","5:37 and I am up. Oh my god "
"0","1468769010","Tue Apr 07 03:38:09 PDT 2009","NO_QUERY","ViciousPotato","@zzap What do you mean someone will &quot;finally&quot; love you? I love you, and have for a long time. "
"0","1468803095","Tue Apr 07 03:49:02 PDT 2009","NO_QUERY","blinkexists182","Next US airings: Mon. Apr. 13 asdfasdfasdf. I don't wanna wait that long. "
"0","1468833521","Tue Apr 07 03:58:34 PDT 2009","NO_QUERY","herbertism","had a long re-charging sleep last nite but wif nightmares  | one last night in medan....."
"0","1468869617","Tue Apr 07 04:09:34 PDT 2009","NO_QUERY","killercalione","Off for my morning run through cold-arsed Boston "
"0","1468919408","Tue Apr 07 04:24:25 PDT 2009","NO_QUERY","OMGSarahsays","Wicked was mentioned on This morning - I heard it all the way from upstairs - Alexia Khadime is coming back in May and Kerry is leaving "
"0","1468924829","Tue Apr 07 04:25:56 PDT 2009","NO_QUERY","heavysmiles","Chocolate milk. I feel sad that updating this may be pointless at times. "
"0","1469049191","Tue Apr 07 04:59:46 PDT 2009","NO_QUERY","NiciC","Just got my favourite brie and cranberry ciabatta... forgot to get it toasted though  damn"
"0","1469055507","Tue Apr 07 05:01:12 PDT 2009","NO_QUERY","nicklover411","Ew the snow is still here! i have school today! "
"0","1469087028","Tue Apr 07 05:08:56 PDT 2009","NO_QUERY","tannymonster","stupid daylight savings ending/cold weather. I'm exhausted "
"0","1469123741","Tue Apr 07 05:17:45 PDT 2009","NO_QUERY","guythorne","Sat on the beach in Woolacombe. Sun is out but it's cold "
"0","1469215469","Tue Apr 07 05:38:19 PDT 2009","NO_QUERY","matthewpennell","doesn't understand the thought process behind yoghurt pot lids. Why would you make something designed to be licked out of sharp foil? "
"0","1469291486","Tue Apr 07 05:54:27 PDT 2009","NO_QUERY","girlimperfectly","@DelphaForce How'd you guess!? She's deaf actually. She's orf to t'clinic soon. Lost all her high frequency &amp; will have tinnitis forever "
"0","1469307818","Tue Apr 07 05:57:52 PDT 2009","NO_QUERY","HaloToTheSky","quaker oat squares are the best cereal. unfortunately, i was all out of them this morning and this makes me sad "
"0","1469316410","Tue Apr 07 05:59:40 PDT 2009","NO_QUERY","danalar"," loads of people are going to t4 on the beach, is there anyone who ISNT going?!"
"0","1469420693","Tue Apr 07 06:19:44 PDT 2009","NO_QUERY","NikJacko","feeling sorry for the emasculation of poor Bun Bun who's losing his Ball Balls tomorrow "
"0","1469533429","Tue Apr 07 06:40:12 PDT 2009","NO_QUERY","courttenaynay","@jlb923 that link just takes you to the mlb shop main page "
"0","1469556486","Tue Apr 07 06:44:18 PDT 2009","NO_QUERY","Babs1974","@tanjabo0401 yeah got it, but was on my way with hubby to garage etc. "
"0","1469614457","Tue Apr 07 06:54:38 PDT 2009","NO_QUERY","janbeugels","pc bluescreen'd on me O_o it's nearing it's end "
"0","1469642297","Tue Apr 07 06:59:33 PDT 2009","NO_QUERY","glophead","RIP 94.7 The Globe. You will be missed.  Now I need a new radio station for my preset "
"0","1469729166","Tue Apr 07 07:14:49 PDT 2009","NO_QUERY","SSP_PREZ","I get my new camera on Thursday! Im so excited I could piss myself. Oops I already did! "
"0","1469755302","Tue Apr 07 07:19:27 PDT 2009","NO_QUERY","xrachelllx","This face mask is rlly sticky "
"0","1469758735","Tue Apr 07 07:20:05 PDT 2009","NO_QUERY","ThaConnoisseur","@sunmanpatu Thanks for the invite, but no bowling for me today. "
"0","1469780291","Tue Apr 07 07:23:55 PDT 2009","NO_QUERY","eringunn","reluctantly on my way to school. hurray  atleast i can ask shyla how my dexter is doing &lt;3"
"0","1469944198","Tue Apr 07 07:53:12 PDT 2009","NO_QUERY","sbcale","@ASacco almost, but still about 2 months short. I got mine Nov.21 and even with the annual upgrade I would still have to wait. "
"0","1469981336","Tue Apr 07 07:59:53 PDT 2009","NO_QUERY","DerBandit","@schleider Already looking for that damn CD "
"0","1470035865","Tue Apr 07 08:09:18 PDT 2009","NO_QUERY","Bagrant","@bradshawme the snow hit me in the eye and literally made me cry "
"0","1470062633","Tue Apr 07 08:14:08 PDT 2009","NO_QUERY","JasmineDarkly","@AnandaRose That's completely lame.  But nonsurprising."
"0","1470200693","Tue Apr 07 08:38:56 PDT 2009","NO_QUERY","xkrazied3vi1x","im so tired, i feel that i NEVER get enough of sleep no matter how early i go to bed!!!! "
"0","1548523096","Fri Apr 17 21:11:24 PDT 2009","NO_QUERY","kmprattrealtor","Ugh.  Looks like the Blues might just lose this one too.  "
"0","1548555575","Fri Apr 17 21:16:58 PDT 2009","NO_QUERY","ilrosewood","@georgeb3dr Stick with the Intel drives or the other ones given decent reviews on Anand or you will be sorry. I've seen so many bad SSDs "
"0","1548699900","Fri Apr 17 21:42:12 PDT 2009","NO_QUERY","Cheeks_","@AroundHarlem working "
"0","1548878738","Fri Apr 17 22:15:51 PDT 2009","NO_QUERY","jonerickson","Heading out from the Mariners game. Sitting in traffic "
"0","1548879595","Fri Apr 17 22:16:02 PDT 2009","NO_QUERY","teejay0109","@ChubbyGayMan what message "
"0","1550675258","Sat Apr 18 06:54:30 PDT 2009","NO_QUERY","chriscrisis","Fuck. I don't want to go to work. I should still be in bed with godsolite. "
"0","1550680392","Sat Apr 18 06:55:33 PDT 2009","NO_QUERY","seedeesee","watched i am sam, and i criedd "
"0","1550751619","Sat Apr 18 07:09:32 PDT 2009","NO_QUERY","amazingphoebe","fhrjekdfnb where are youuuu? "
"0","1550773326","Sat Apr 18 07:13:46 PDT 2009","NO_QUERY","olafsearson","b******s  Wycombe and Bury already 1-0 up! "
"0","1550774456","Sat Apr 18 07:13:57 PDT 2009","NO_QUERY","ddlovato_real","@sellygee I MISS YOU GURL! "
